City,Cloudiness,Country,Date,Humidity,Lat,Max Temp,Wind Speed,lng
liberal,1,US,1563552047,43,37.04,91.99,19.46,-100.92
stockton-on-tees,75,GB,1563552124,82,54.56,64.0,14.99,-1.31
plettenberg bay,100,ZA,1563552024,82,-34.05,49.46,17.22,23.37
kurilsk,1,RU,1563552247,92,45.23,56.66,16.64,147.88
saint-pie,90,CA,1563552248,74,45.5,84.99,16.11,-72.91
khalkhal,0,IR,1563552248,60,37.62,69.8,10.98,48.53
waipawa,100,NZ,1563552248,93,-39.94,48.0,0.92,176.59
garowe,46,SO,1563552248,35,8.41,88.52,22.62,48.48
vila franca do campo,75,PT,1563552249,88,37.72,73.4,12.75,-25.43
peachland,90,CA,1563552249,76,49.77,62.01,5.06,-119.75
kangaatsiaq,100,GL,1563552249,92,68.31,43.52,20.94,-53.46
sompeta,100,IN,1563552249,86,18.93,80.78,3.38,84.6
coihaique,75,CL,1563552250,93,-45.58,42.8,11.41,-72.07
gainesville,40,US,1563552004,66,29.65,93.0,5.82,-82.33
sorong,24,ID,1563552250,96,-0.86,73.76,5.21,131.25
hami,31,CN,1563551994,15,42.84,89.24,5.32,93.51
bosaso,30,SO,1563552250,70,11.28,89.78,5.19,49.18
chunskiy,63,RU,1563552251,96,56.08,61.16,3.4,99.63
tadine,0,NC,1563552251,61,-21.55,70.88,12.44,167.88
torbay,40,CA,1563552251,49,47.66,73.0,32.21,-52.73
suntar,0,RU,1563552251,78,62.16,47.3,3.71,117.65
thunder bay,40,CA,1563551991,61,48.41,84.99,12.75,-89.26
acapulco,75,MX,1563552252,83,16.86,80.6,5.82,-99.88
batagay-alyta,96,RU,1563552252,91,67.8,36.68,7.85,130.41
dodge city,1,US,1563552158,45,37.75,93.0,17.22,-100.02
batemans bay,0,AU,1563552252,99,-35.71,48.99,1.99,150.18
khatima,27,IN,1563552253,53,28.92,89.42,4.05,79.97
pangnirtung,90,CA,1563552253,93,66.15,55.4,3.36,-65.72
tasiilaq,20,GL,1563552253,70,65.61,48.2,6.93,-37.64
puerto colombia,40,CO,1563552253,59,10.99,91.4,6.93,-74.96
kamaishi,100,JP,1563552254,99,39.28,62.96,3.04,141.86
koslan,32,RU,1563552254,68,63.46,58.82,4.29,48.9
eregli,47,TR,1563552254,32,37.51,79.52,13.11,34.05
sao felix do xingu,2,BR,1563552254,31,-6.64,92.12,7.52,-51.99
plaster rock,20,CA,1563552255,69,46.91,73.4,6.93,-67.4
olot,0,ES,1563552164,65,42.18,84.2,17.22,2.49
nyurba,0,RU,1563552255,69,63.29,47.84,4.23,118.35
college,75,US,1563552235,77,64.86,60.8,6.93,-147.8
udachnyy,40,RU,1563552255,46,66.42,53.6,8.95,112.4
liverpool,75,GB,1563552256,94,53.41,69.01,9.17,-2.98
halifax,40,CA,1563551972,53,44.65,79.0,5.82,-63.58
palestrina,20,IT,1563552256,51,41.84,87.8,5.82,12.89
sisimiut,100,GL,1563552256,92,66.94,42.08,19.1,-53.67
anadyr,75,RU,1563552256,93,64.73,53.6,4.47,177.51
kajaani,40,FI,1563552257,64,64.22,68.0,11.41,27.73
ahipara,0,NZ,1563552257,74,-35.17,58.28,21.85,173.16
talnakh,0,RU,1563552257,49,69.49,68.0,6.71,88.39
ghanzi,0,BW,1563552256,9,-21.7,78.26,6.04,21.65
elizabeth city,1,US,1563552258,70,36.3,91.0,6.26,-76.22
great falls,1,US,1563552258,28,47.5,66.0,6.93,-111.29
dongsheng,0,CN,1563552258,80,29.72,80.06,2.75,112.52
sibolga,100,ID,1563552258,72,1.74,83.3,9.26,98.78
fairbanks,75,US,1563552037,77,64.84,60.01,6.93,-147.72
necochea,67,AR,1563552164,68,-38.55,55.99,8.99,-58.74
gat,20,SN,1563552259,54,14.69,95.0,12.75,-16.54
teya,40,MX,1563552259,74,21.05,89.01,9.17,-89.07
north bend,1,US,1563552091,67,43.41,64.0,19.26,-124.22
aksay,100,KZ,1563552259,60,51.17,78.98,11.39,53.01
namibe,40,AO,1563552259,73,-15.19,73.4,12.75,12.15
oistins,75,BB,1563552260,66,13.07,86.0,21.92,-59.53
inirida,32,CO,1563552260,62,3.87,86.54,2.75,-67.92
pervomayskiy,57,RU,1563552260,71,53.24,68.18,13.76,40.29
srednekolymsk,100,RU,1563552260,72,67.46,39.92,5.53,153.71
ponot,93,PH,1563552260,84,8.45,80.78,6.13,123.02
rocha,80,UY,1563552261,86,-34.48,57.2,6.02,-54.34
jimo,0,CN,1563552261,78,36.39,78.8,4.47,120.46
saint-francois,0,FR,1563552261,33,46.42,86.0,3.36,3.91
karaton,40,ID,1563552261,69,-6.34,82.4,4.7,106.1
champerico,75,MX,1563552261,74,16.38,78.8,2.24,-93.6
ponnani,90,IN,1563552262,100,10.77,79.0,6.93,75.93
bud,75,NO,1563552262,77,62.91,62.6,9.17,6.91
kulhudhuffushi,100,MV,1563552262,78,6.62,83.48,19.48,73.07
malanje,0,AO,1563552262,10,-9.54,87.8,5.28,16.35
nalut,0,LY,1563552263,17,31.86,95.72,13.82,10.98
kokoda,91,PG,1563552263,97,-8.88,60.8,1.05,147.74
egvekinot,100,RU,1563552263,95,66.32,46.58,7.81,-179.17
sangar,0,RU,1563552263,56,63.92,43.52,3.13,127.47
seoul,90,KR,1563552263,83,37.57,84.2,2.24,126.98
kuytun,100,RU,1563552264,71,54.34,67.82,4.41,101.51
lieksa,100,FI,1563552264,96,63.32,56.48,7.05,30.02
sobolevo,73,RU,1563552264,78,54.43,63.68,13.47,31.9
abapo,1,BO,1563552264,33,-18.83,88.52,1.36,-63.47
verkhnevilyuysk,0,RU,1563552265,75,63.45,46.94,3.53,120.31
lincoln,75,GB,1563552172,93,53.23,66.0,16.11,-0.54
marawi,67,PH,1563552265,89,8.0,78.01,5.01,124.29
pondicherry,40,ZA,1563552265,62,-34.04,55.4,14.99,18.35
serenje,0,ZM,1563552265,39,-13.23,69.26,5.99,30.22
ambon,90,FR,1563552266,77,47.55,73.99,10.29,-2.56
bereda,0,ES,1563552266,68,43.27,87.01,10.29,-7.54
polson,40,US,1563552266,76,47.69,62.01,9.93,-114.16
garden city,1,US,1563552241,42,43.62,66.0,12.75,-116.24
pampa,1,US,1563552036,35,35.54,91.4,20.8,-100.96
khandyga,87,RU,1563552267,84,62.65,42.44,2.66,135.58
sulangan,62,PH,1563552267,76,11.14,83.66,5.48,123.72
wanaka,100,NZ,1563552267,93,-44.7,34.7,1.68,169.14
ferme-neuve,69,CA,1563552267,83,46.7,74.66,10.22,-75.45
puerto madryn,100,AR,1563552268,50,-42.77,51.08,21.65,-65.04
ukiah,1,US,1563552268,77,39.15,73.0,1.5,-123.21
pahrump,1,US,1563552053,11,36.21,87.01,5.82,-115.98
salinopolis,0,BR,1563552268,72,-0.61,83.12,15.77,-47.36
beloha,0,MG,1563552156,56,-25.17,70.34,8.08,45.06
taltal,0,CL,1563552268,45,-25.41,66.2,6.22,-70.49
sepuka,79,TZ,1563552269,36,-4.75,77.18,6.2,34.53
sao joao da barra,40,BR,1563552269,77,-21.64,77.0,11.41,-41.05
agboville,62,CI,1563552269,71,5.93,84.02,3.94,-4.21
noumea,90,NC,1563552161,82,-22.28,60.8,4.7,166.46
boa vista,100,BR,1563552269,87,2.82,73.04,9.17,-60.67
danville,1,US,1563552270,77,37.82,68.0,3.0,-122.0
loksa,0,EE,1563552270,43,59.58,73.0,14.99,25.72
pinega,0,RU,1563552270,42,64.7,65.48,9.69,43.39
jacqueville,20,CI,1563552270,83,5.21,80.6,11.41,-4.42
shanghai,75,CN,1563552271,83,31.23,80.6,8.95,121.49
kushiro,100,JP,1563552271,99,43.11,60.26,3.29,144.15
kempsey,75,AU,1563552271,57,-31.08,50.0,9.17,152.84
renukut,8,IN,1563552271,52,24.22,90.14,3.69,83.04
corner brook,20,CA,1563552015,46,48.95,69.8,11.41,-57.95
aleksandrovskoye,0,RU,1563552272,82,56.74,68.0,1.97,85.39
centralia,1,US,1563552272,82,46.72,61.0,1.25,-122.96
ilulissat,75,GL,1563552212,93,69.22,46.4,8.05,-51.1
adana,20,TR,1563552272,58,37.0,88.0,9.17,35.33
chancay,90,PE,1563552272,87,-11.56,60.8,5.82,-77.27
kahului,1,US,1563552070,78,20.89,78.8,17.22,-156.47
san carlos,59,NI,1563551994,1,11.12,73.0,18.99,-84.78
ngunguru,0,NZ,1563552273,95,-35.62,46.0,5.01,174.5
riberalta,20,BO,1563552273,62,-11.0,86.0,1.5,-66.08
watsa,30,CD,1563552274,88,3.04,77.54,1.34,29.53
ambam,75,CM,1563552274,74,2.38,80.6,5.37,11.27
swinoujscie,0,PL,1563552274,53,53.91,73.4,3.36,14.25
marystown,35,CA,1563552126,61,47.17,63.5,17.63,-55.16
dudinka,0,RU,1563552274,49,69.41,68.0,6.71,86.18
balikpapan,17,ID,1563552275,98,-1.24,71.78,0.94,116.86
emmett,1,US,1563552275,42,43.87,66.0,12.75,-116.5
pascagoula,1,US,1563552275,59,30.37,91.99,2.42,-88.56
paso de carrasco,0,UY,1563552275,72,-34.86,62.6,5.82,-56.05
shimoda,100,JP,1563552276,82,34.7,78.01,1.01,138.93
gushikawa,75,JP,1563552276,83,26.35,84.2,21.92,127.87
george,45,MW,1563552276,42,-15.35,72.86,5.48,34.83
urusha,100,RU,1563552276,72,54.05,60.08,7.2,122.9
ponta delgada,75,PT,1563552094,88,37.73,73.4,12.75,-25.67
bardsir,0,IR,1563552277,5,29.93,95.0,11.41,56.57
puerto leguizamo,82,CO,1563552277,83,-0.19,77.9,1.97,-74.78
sao jose da coroa grande,37,BR,1563552277,81,-8.9,77.18,9.64,-35.15
ximei,75,TW,1563552277,94,23.74,84.99,11.41,120.51
konstantinovsk,100,RU,1563552277,34,47.58,83.3,6.24,41.1
